"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorJaccard record1Value","[0] BookTitleComparatorJaccard record2Value","[0] BookTitleComparatorJaccard record1PreprocessedValue","[0] BookTitleComparatorJaccard record2PreprocessedValue","[0] BookTitleComparatorJaccard similarity","[0] BookTitleComparatorJaccard postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","C2369","B22483","0.10666666666666669",,"Evernight (series)","The Madwoman of Chaillot","evernight ","the madwoman of chaillot","0.0","0.0","Claudia_Gray","Jean Giraudoux, Maurice Valency (Adaptation)","claudia gray","jean giraudoux, maurice valency ","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C2369","B22482","0.06666666666666665",,"Evernight (series)","A Spy in the House of Love","evernight ","a spy in the house of love","0.0","0.0","Claudia_Gray","Anaïs Nin","claudia gray","anaïs nin","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B02227","0.0923076923076923",,"Be(com)ing Nigerian","No Longer Human","being nigerian","no longer human","0.0","0.0","Elnathan_John","Osamu Dazai, Donald Keene (Translator; Introduction)","elnathan john","osamu dazai, donald keene ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B33104","0.0",,"Evernight (series)","Big Sur and the Oranges of Hieronymus Bosch","evernight ","big sur and the oranges of hieronymus bosch","0.0","0.0","Claudia_Gray","Henry Miller","claudia gray","henry miller","0.0","0.0"
"LinearCombinationMatchingRule","C2369","B01796","0.05714285714285716",,"Evernight (series)","Miss Lonelyhearts / The Day of the Locust","evernight ","miss lonelyhearts / the day of the locust","0.0","0.0","Claudia_Gray","Nathanael West","claudia gray","nathanael west","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C94","B38421","0.0923076923076923",,"Be(com)ing Nigerian","Nightbirds on Nantucket","being nigerian","nightbirds on nantucket","0.0","0.0","Elnathan_John","Joan Aiken, Robin Jacques (Illustrator)","elnathan john","joan aiken, robin jacques ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B30611","0.04705882352941178",,"Be(com)ing Nigerian","Walt Disney's Story Land (A Golden Book)","being nigerian","walt disney's story land ","0.0","0.0","Elnathan_John","Frances Saldinger (Compiled By)","elnathan john","frances saldinger ","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C94","B38667","0.0923076923076923",,"Be(com)ing Nigerian","Black Hearts in Battersea","being nigerian","black hearts in battersea","0.0","0.0","Elnathan_John","Joan Aiken, Robin Jacques (Illustrator)","elnathan john","joan aiken, robin jacques ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2371","B22702","0.03333333333333335",,"Evernight (series)","Kingmaker's Sword","evernight ","kingmaker's sword","0.0","0.0","Claudia_Gray","Ann Marston","claudia gray","ann marston","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B10260","0.03333333333333335",,"Evernight (series)","If I Ran the Circus","evernight ","if i ran the circus","0.0","0.0","Claudia_Gray","Dr. Seuss","claudia gray","dr. seuss","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C94","B36239","0.06153846153846154",,"Be(com)ing Nigerian","Theologus Autodidactus","being nigerian","theologus autodidactus","0.0","0.0","Elnathan_John","ابن النفيس, Ibn Al-Nafis","elnathan john","ابن النفيس, ibn al-nafis","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B23306","0.03333333333333335",,"Evernight (series)","Bimbo and Topsy","evernight ","bimbo and topsy","0.0","0.0","Claudia_Gray","Enid Blyton","claudia gray","enid blyton","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B25724","0.03333333333333335",,"Evernight (series)","Essais","evernight ","essais","0.0","0.0","Claudia_Gray","Albert Camus","claudia gray","albert camus","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B24878","0.125",,"Evernight (series)","The Story of the Titanic As Told by Its Survivors","evernight ","the story of the titanic as told by its survivors","0.0","0.0","Claudia_Gray","Jack Winocour (Editor), Lawrence Beesley, Archibald Gracie, Charles Herbert Lightoller (As Told by), Harold Bride (As Told by)","claudia gray","jack winocour , lawrence beesley, archibald gracie, charles herbert lightoller , harold bride ","0.3125","0.3125"
"LinearCombinationMatchingRule","C93","B27695","0.05333333333333332",,"Be(com)ing Nigerian","Минувшие дни","being nigerian","минувшие дни","0.0","0.0","Elnathan_John","Abdulla Qodiriy","elnathan john","abdulla qodiriy","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C93","B06792","0.05333333333333332",,"Be(com)ing Nigerian","L'avalée des avalés","being nigerian","l'avalée des avalés","0.0","0.0","Elnathan_John","Réjean Ducharme","elnathan john","réjean ducharme","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C94","B24008","0.07058823529411766",,"Be(com)ing Nigerian","You Can't Take it With You","being nigerian","you can't take it with you","0.0","0.0","Elnathan_John","Moss Hart, George S. Kaufman","elnathan john","moss hart, george s. kaufman","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2369","B00692","0.0",,"Evernight (series)","The Agony and the Ecstasy","evernight ","the agony and the ecstasy","0.0","0.0","Claudia_Gray","Irving Stone","claudia gray","irving stone","0.0","0.0"
"LinearCombinationMatchingRule","C93","B29878","0.06153846153846154",,"Be(com)ing Nigerian","The Sheik","being nigerian","the sheik","0.0","0.0","Elnathan_John","E.M. Hull","elnathan john","e.m. hull","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B38893","0.09090909090909093",,"Be(com)ing Nigerian","Miss Hickory","being nigerian","miss hickory","0.0","0.0","Elnathan_John","Carolyn Sherwin Bailey","elnathan john","carolyn sherwin bailey","0.2272727272727273","0.2272727272727273"
"LinearCombinationMatchingRule","C93","B15257","0.025",,"Be(com)ing Nigerian","Descent into Hell","being nigerian","descent into hell","0.0","0.0","Elnathan_John","Charles Williams","elnathan john","charles williams","0.0625","0.0625"
"LinearCombinationMatchingRule","C94","B37565","0.042105263157894736",,"Be(com)ing Nigerian","Dom schadzek","being nigerian","dom schadzek","0.0","0.0","Elnathan_John","Alain Robbe-Grillet","elnathan john","alain robbe-grillet","0.10526315789473684","0.10526315789473684"
"LinearCombinationMatchingRule","C93","B01090","0.05714285714285716",,"Be(com)ing Nigerian","Endurance: Shackleton's Incredible Voyage","being nigerian","endurance: shackleton's incredible voyage","0.0","0.0","Elnathan_John","Alfred Lansing","elnathan john","alfred lansing","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C93","B41518","0.05714285714285716",,"Be(com)ing Nigerian","Norwood","being nigerian","norwood","0.0","0.0","Elnathan_John","Charles Portis","elnathan john","charles portis","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C2369","B07082","0.0923076923076923",,"Evernight (series)","The Wisdom of Insecurity: A Message for an Age of Anxiety","evernight ","the wisdom of insecurity: a message for an age of anxiety","0.0","0.0","Claudia_Gray","Alan W. Watts","claudia gray","alan w. watts","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B27913","0.11428571428571428",,"Evernight (series)","Jeremy Poldark","evernight ","jeremy poldark","0.0","0.0","Claudia_Gray","Winston Graham","claudia gray","winston graham","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","C2369","B26824","0.0",,"Evernight (series)","The Town House","evernight ","the town house","0.0","0.0","Claudia_Gray","Norah Lofts","claudia gray","norah lofts","0.0","0.0"
"LinearCombinationMatchingRule","C93","B41516","0.10526315789473686",,"Be(com)ing Nigerian","Walt Disney's Santa's Toy Shop (A Little Golden Book)","being nigerian","walt disney's santa's toy shop ","0.0","0.0","Elnathan_John","Al Dempster, Walt Disney Company (Illustrations)","elnathan john","al dempster, walt disney company ","0.26315789473684215","0.26315789473684215"
"LinearCombinationMatchingRule","C93","B26133","0.06153846153846154",,"Be(com)ing Nigerian","Satires, Epistles and Ars Poetica","being nigerian","satires, epistles and ars poetica","0.0","0.0","Elnathan_John","Horatius, H.R. Fairclough (Translator)","elnathan john","horatius, h.r. fairclough ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B27764","0.025",,"Be(com)ing Nigerian","Sixpence in Her Shoe","being nigerian","sixpence in her shoe","0.0","0.0","Elnathan_John","Phyllis McGinley","elnathan john","phyllis mcginley","0.0625","0.0625"
"LinearCombinationMatchingRule","C2369","B24884","0.06666666666666665",,"Evernight (series)","Earth is Room Enough: Science Fiction Tales of Our Own Planet","evernight ","earth is room enough: science fiction tales of our own planet","0.0","0.0","Claudia_Gray","Isaac Asimov","claudia gray","isaac asimov","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2371","B04073","0.0923076923076923",,"Evernight (series)","Illuminations","evernight ","illuminations","0.0","0.0","Claudia_Gray","Arthur Rimbaud, Louise Varèse (Translator)","claudia gray","arthur rimbaud, louise varèse ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B01157","0.0",,"Be(com)ing Nigerian","Yertle the Turtle and Other Stories","being nigerian","yertle the turtle and other stories","0.0","0.0","Elnathan_John","Dr. Seuss","elnathan john","dr. seuss","0.0","0.0"
"LinearCombinationMatchingRule","C2369","B22464","0.07058823529411766",,"Evernight (series)","The Secret of the Lost Tunnel","evernight ","the secret of the lost tunnel","0.0","0.0","Claudia_Gray","Franklin W. Dixon","claudia gray","franklin w. dixon","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C94","B03570","0.04444444444444447",,"Be(com)ing Nigerian","Mahabharata","being nigerian","mahabharata","0.0","0.0","Elnathan_John","C. Rajagopalachari (Translator)","elnathan john","c. rajagopalachari ","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","C2371","B18864","0.02666666666666666",,"Evernight (series)","الرغيف","evernight ","الرغيف","0.0","0.0","Claudia_Gray","توفيق يوسف عواد","claudia gray","توفيق يوسف عواد","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C2369","B03870","0.08571428571428573",,"Evernight (series)","Dream of the Red Chamber","evernight ","dream of the red chamber","0.0","0.0","Claudia_Gray","Cao Xueqin, Chi-chen Wang (Translator), Mark Van Doren (Preface)","claudia gray","cao xueqin, chi-chen wang , mark van doren ","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C2369","B01696","0.07058823529411766",,"Evernight (series)","A Hero of Our Time","evernight ","a hero of our time","0.0","0.0","Claudia_Gray","Mikhail Lermontov, Paul Foote (Translator, Introduction)","claudia gray","mikhail lermontov, paul foote ","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2369","B12104","0.05714285714285716",,"Evernight (series)","The Shadow Over Innsmouth","evernight ","the shadow over innsmouth","0.0","0.0","Claudia_Gray","H.P. Lovecraft","claudia gray","h.p. lovecraft","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C93","B16136","0.06153846153846154",,"Be(com)ing Nigerian","Bang the Drum Slowly","being nigerian","bang the drum slowly","0.0","0.0","Elnathan_John","Mark Harris","elnathan john","mark harris","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B21725","0.06153846153846154",,"Be(com)ing Nigerian","The Wife of Martin Guerre","being nigerian","the wife of martin guerre","0.0","0.0","Elnathan_John","Janet Lewis","elnathan john","janet lewis","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B17986","0.08571428571428573",,"Be(com)ing Nigerian","Asrar-i Khudi: Rahasia-rahasia Pribadi","being nigerian","asrar-i khudi: rahasia-rahasia pribadi","0.0","0.0","Elnathan_John","Muhammad Iqbal","elnathan john","muhammad iqbal","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C94","B12298","0.02857142857142856",,"Be(com)ing Nigerian","The Prize","being nigerian","the prize","0.0","0.0","Elnathan_John","Irving Wallace","elnathan john","irving wallace","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C94","B13144","0.08421052631578947",,"Be(com)ing Nigerian","The Birth of Tragedy / The Case of Wagner","being nigerian","the birth of tragedy / the case of wagner","0.0","0.0","Elnathan_John","Friedrich Nietzsche, Walter Kaufmann (Translator)","elnathan john","friedrich nietzsche, walter kaufmann ","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C94","B39777","0.10666666666666669",,"Be(com)ing Nigerian","Poems of Alfred, Lord Tennyson","being nigerian","poems of alfred, lord tennyson","0.0","0.0","Elnathan_John","Alfred Tennyson, Virgil Burnett (Illustrator), Ruth Greiner Rausen (Introduction / Editor)","elnathan john","alfred tennyson, virgil burnett , ruth greiner rausen ","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C93","B16134","0.03076923076923075",,"Be(com)ing Nigerian","The Rosicrucian cosmo-conception: or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development","being nigerian","the rosicrucian cosmo-conception: or, mystic christianity; an elementary treatise upon man's past evolution, present constitution and future development","0.0","0.0","Elnathan_John","Max Heindel","elnathan john","max heindel","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C93","B16376","0.025",,"Be(com)ing Nigerian","The Birthday King (Phoenix Fiction)","being nigerian","the birthday king ","0.0","0.0","Elnathan_John","Gabriel Fielding","elnathan john","gabriel fielding","0.0625","0.0625"
"LinearCombinationMatchingRule","C2369","B13670","0.11428571428571428",,"Evernight (series)","The Revolt of the Angels","evernight ","the revolt of the angels","0.0","0.0","Claudia_Gray","Anatole France, Wilfrid Jackson (Translator)","claudia gray","anatole france, wilfrid jackson ","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","C2369","B33284","0.16842105263157894",,"Evernight (series)","The Savage Mind","evernight ","the savage mind","0.0","0.0","Claudia_Gray","Claude Lévi-Strauss","claudia gray","claude lévi-strauss","0.42105263157894735","0.42105263157894735"
"LinearCombinationMatchingRule","C94","B41606","0.06666666666666665",,"Be(com)ing Nigerian","Sweet Bird of Youth","being nigerian","sweet bird of youth","0.0","0.0","Elnathan_John","Tennessee Williams","elnathan john","tennessee williams","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2369","B27608","0.03333333333333335",,"Evernight (series)","The Green Years","evernight ","the green years","0.0","0.0","Claudia_Gray","A.J. Cronin","claudia gray","a.j. cronin","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B26518","0.06666666666666665",,"Evernight (series)","Modern Man in Search of a Soul","evernight ","modern man in search of a soul","0.0","0.0","Claudia_Gray","C.G. Jung","claudia gray","c.g. jung","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B31800","0.08888888888888889",,"Be(com)ing Nigerian","A Brother Beloved","being nigerian","a brother beloved","0.0","0.0","Elnathan_John","Francena H. Arnold","elnathan john","francena h. arnold","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C2369","B15624","0.08571428571428573",,"Evernight (series)","O Mandarim","evernight ","o mandarim","0.0","0.0","Claudia_Gray","Eça de Queirós","claudia gray","eça de queirós","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C93","B29210","0.04705882352941178",,"Be(com)ing Nigerian","The Tooth and the Nail","being nigerian","the tooth and the nail","0.0","0.0","Elnathan_John","Bill S. Ballinger","elnathan john","bill s. ballinger","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C93","B13090","0.05454545454545454",,"Be(com)ing Nigerian","Die kleine Hexe","being nigerian","die kleine hexe","0.0","0.0","Elnathan_John","Otfried Preußler, Winnie Gebhardt-Gayler (Illustrator)","elnathan john","otfried preußler, winnie gebhardt-gayler ","0.13636363636363635","0.13636363636363635"
"LinearCombinationMatchingRule","C2371","B38002","0.025",,"Evernight (series)","Blueberries for Sal","evernight ","blueberries for sal","0.0","0.0","Claudia_Gray","Robert McCloskey","claudia gray","robert mccloskey","0.0625","0.0625"
"LinearCombinationMatchingRule","C94","B37580","0.06153846153846154",,"Be(com)ing Nigerian","The Phantom of Pine Hill","being nigerian","the phantom of pine hill","0.0","0.0","Elnathan_John","Carolyn Keene","elnathan john","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B32623","0.05333333333333332",,"Be(com)ing Nigerian","The Social Construction of Reality: A Treatise in the Sociology of Knowledge","being nigerian","the social construction of reality: a treatise in the sociology of knowledge","0.0","0.0","Elnathan_John","Peter L. Berger, Thomas Luckmann","elnathan john","peter l. berger, thomas luckmann","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C94","B14241","0.06153846153846154",,"Be(com)ing Nigerian","The Sign of the Twisted Candles","being nigerian","the sign of the twisted candles","0.0","0.0","Elnathan_John","Carolyn Keene, Walter Karig (Ghostwriter)","elnathan john","carolyn keene, walter karig ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B40007","0.02857142857142856",,"Be(com)ing Nigerian","Tree and Leaf","being nigerian","tree and leaf","0.0","0.0","Elnathan_John","J.R.R. Tolkien","elnathan john","j.r.r. tolkien","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C94","B05533","0.09411764705882356",,"Be(com)ing Nigerian","The Violent Bear It Away","being nigerian","the violent bear it away","0.0","0.0","Elnathan_John","Flannery O'Connor","elnathan john","flannery o'connor","0.23529411764705888","0.23529411764705888"
"LinearCombinationMatchingRule","C2369","B27858","0.10909090909090909",,"Evernight (series)","A Floresta","evernight ","a floresta","0.0","0.0","Claudia_Gray","Sophia de Mello Breyner Andresen, Teresa Olazabal Cabral (Illustrator)","claudia gray","sophia de mello breyner andresen, teresa olazabal cabral ","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","C93","B33714","0.09411764705882356",,"Be(com)ing Nigerian","More Max Danger","being nigerian","more max danger","0.0","0.0","Elnathan_John","Robert J. Collins","elnathan john","robert j. collins","0.23529411764705888","0.23529411764705888"
"LinearCombinationMatchingRule","C94","B26698","0.05714285714285716",,"Be(com)ing Nigerian","The Awakening Land: The Trees, The Fields, & The Town","being nigerian","the awakening land: the trees, the fields, & the town","0.0","0.0","Elnathan_John","Conrad Richter","elnathan john","conrad richter","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C93","B07896","0.0923076923076923",,"Be(com)ing Nigerian","Ozma of Oz","being nigerian","ozma of oz","0.0","0.0","Elnathan_John","L. Frank Baum","elnathan john","l. frank baum","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B26451","0.07058823529411766",,"Be(com)ing Nigerian","The Sinister Sign Post","being nigerian","the sinister sign post","0.0","0.0","Elnathan_John","Franklin W. Dixon","elnathan john","franklin w. dixon","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2371","B32935","0.04705882352941178",,"Evernight (series)","Winnie-the-Pooh in Scots","evernight ","winnie-the-pooh in scots","0.0","0.0","Claudia_Gray","A.A. Milne, James Robertson (Goodreads Author) (Translator), Ernest H. Shepard (Illustrator)","claudia gray","a.a. milne, james robertson  , ernest h. shepard ","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C2369","B01470","0.1",,"Evernight (series)","These Happy Golden Years","evernight ","these happy golden years","0.0","0.0","Claudia_Gray","Laura Ingalls Wilder, Garth Williams (Illustrator)","claudia gray","laura ingalls wilder, garth williams ","0.25","0.25"
"LinearCombinationMatchingRule","C2369","B37629","0.06666666666666665",,"Evernight (series)","Strangely Enough","evernight ","strangely enough","0.0","0.0","Claudia_Gray","C.B. Colby, David Lockhart (Illustrator)","claudia gray","c.b. colby, david lockhart ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2371","B14241","0.06666666666666665",,"Evernight (series)","The Sign of the Twisted Candles","evernight ","the sign of the twisted candles","0.0","0.0","Claudia_Gray","Carolyn Keene, Walter Karig (Ghostwriter)","claudia gray","carolyn keene, walter karig ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2369","B13217","0.0",,"Evernight (series)","Tomorrow Will Be Better","evernight ","tomorrow will be better","0.0","0.0","Claudia_Gray","Betty Smith","claudia gray","betty smith","0.0","0.0"
"LinearCombinationMatchingRule","C94","B14494","0.0923076923076923",,"Be(com)ing Nigerian","Man and His Symbols","being nigerian","man and his symbols","0.0","0.0","Elnathan_John","C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman (Introduction), Marie-Louise von Franz","elnathan john","c.g. jung, joseph l. henderson, aniela jaffé, jolande jacobi, john freeman , marie-louise von franz","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B15065","0.06153846153846154",,"Be(com)ing Nigerian","The Clue in the Crossword Cipher","being nigerian","the clue in the crossword cipher","0.0","0.0","Elnathan_John","Carolyn Keene","elnathan john","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B09862","0.03076923076923075",,"Be(com)ing Nigerian","Stand Still Like the Hummingbird","being nigerian","stand still like the hummingbird","0.0","0.0","Elnathan_John","Henry Miller","elnathan john","henry miller","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C93","B41305","0.06153846153846154",,"Be(com)ing Nigerian","Yer Demir Gök Bakır","being nigerian","yer demir gök bakır","0.0","0.0","Elnathan_John","Yaşar Kemal","elnathan john","yaşar kemal","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B41624","0.0923076923076923",,"Be(com)ing Nigerian","The Complete Nonsense of Edward Lear","being nigerian","the complete nonsense of edward lear","0.0","0.0","Elnathan_John","Edward Lear","elnathan john","edward lear","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B24798","0.05333333333333332",,"Evernight (series)","Invitation to Sociology: A Humanistic Perspective","evernight ","invitation to sociology: a humanistic perspective","0.0","0.0","Claudia_Gray","Peter L. Berger","claudia gray","peter l. berger","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C94","B04699","0.15384615384615385",,"Be(com)ing Nigerian","The World of Yesterday","being nigerian","the world of yesterday","0.0","0.0","Elnathan_John","Stefan Zweig, Harry Zohn (Introduction), Анна Лилова (Translator)","elnathan john","stefan zweig, harry zohn , анна лилова ","0.3846153846153846","0.3846153846153846"
"LinearCombinationMatchingRule","C93","B07205","0.1411764705882353",,"Be(com)ing Nigerian","The Virtue of Selfishness: A New Concept of Egoism","being nigerian","the virtue of selfishness: a new concept of egoism","0.0","0.0","Elnathan_John","Ayn Rand, Nathaniel Branden (Contributor)","elnathan john","ayn rand, nathaniel branden ","0.3529411764705882","0.3529411764705882"
"LinearCombinationMatchingRule","C93","B28105","0.12307692307692308",,"Be(com)ing Nigerian","The Mountain of Adventure","being nigerian","the mountain of adventure","0.0","0.0","Elnathan_John","Enid Blyton","elnathan john","enid blyton","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","C94","B27579","0.03076923076923075",,"Be(com)ing Nigerian","Mountain Man","being nigerian","mountain man","0.0","0.0","Elnathan_John","Vardis Fisher","elnathan john","vardis fisher","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C94","B41620","0.0923076923076923",,"Be(com)ing Nigerian","Poems of Robert Burns","being nigerian","poems of robert burns","0.0","0.0","Elnathan_John","Robert Burns, Lloyd Frankenberg (Editor), Joseph Low (Illustrator)","elnathan john","robert burns, lloyd frankenberg , joseph low ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B12080","0.06153846153846154",,"Be(com)ing Nigerian","Games People Play","being nigerian","games people play","0.0","0.0","Elnathan_John","Eric Berne","elnathan john","eric berne","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2371","B17986","0.08571428571428573",,"Evernight (series)","Asrar-i Khudi: Rahasia-rahasia Pribadi","evernight ","asrar-i khudi: rahasia-rahasia pribadi","0.0","0.0","Claudia_Gray","Muhammad Iqbal","claudia gray","muhammad iqbal","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C2369","B04733","0.08421052631578947",,"Evernight (series)","Mike Mulligan and His Steam Shovel","evernight ","mike mulligan and his steam shovel","0.0","0.0","Claudia_Gray","Virginia Lee Burton","claudia gray","virginia lee burton","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C93","B08517","0.08421052631578947",,"Be(com)ing Nigerian","The Little House","being nigerian","the little house","0.0","0.0","Elnathan_John","Virginia Lee Burton","elnathan john","virginia lee burton","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C2369","B13444","0.1",,"Evernight (series)","Armageddon: A Novel of Berlin","evernight ","armageddon: a novel of berlin","0.0","0.0","Claudia_Gray","Leon Uris","claudia gray","leon uris","0.25","0.25"
"LinearCombinationMatchingRule","C93","B32842","0.03076923076923075",,"Be(com)ing Nigerian","La ragazza di Bube","being nigerian","la ragazza di bube","0.0","0.0","Elnathan_John","Carlo Cassola","elnathan john","carlo cassola","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C93","B09607","0.07500000000000001",,"Be(com)ing Nigerian","The Fox and The Hound","being nigerian","the fox and the hound","0.0","0.0","Elnathan_John","Daniel P. Mannix","elnathan john","daniel p. mannix","0.1875","0.1875"
"LinearCombinationMatchingRule","C94","B18864","0.02666666666666666",,"Be(com)ing Nigerian","الرغيف","being nigerian","الرغيف","0.0","0.0","Elnathan_John","توفيق يوسف عواد","elnathan john","توفيق يوسف عواد","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C93","B16385","0.12307692307692308",,"Be(com)ing Nigerian","The Making of the English Working Class","being nigerian","the making of the english working class","0.0","0.0","Elnathan_John","E.P. Thompson","elnathan john","e.p. thompson","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","C2369","B36780","0.05714285714285716",,"Evernight (series)","Common Sense in Chess","evernight ","common sense in chess","0.0","0.0","Claudia_Gray","Emanuel Lasker","claudia gray","emanuel lasker","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C94","B12086","0.06315789473684212",,"Be(com)ing Nigerian","The Golden Name Day","being nigerian","the golden name day","0.0","0.0","Elnathan_John","Jennie D. Lindquist, Garth Williams (Illustrator)","elnathan john","jennie d. lindquist, garth williams ","0.1578947368421053","0.1578947368421053"
"LinearCombinationMatchingRule","C94","B41612","0.06153846153846154",,"Be(com)ing Nigerian","Down Down the Mountain","being nigerian","down down the mountain","0.0","0.0","Elnathan_John","Ellis Credle","elnathan john","ellis credle","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B23280","0.06666666666666665",,"Evernight (series)","هنر چیست؟","evernight ","هنر چیست؟","0.0","0.0","Claudia_Gray","Leo Tolstoy, کاوه دهگان (Translator)","claudia gray","leo tolstoy, کاوه دهگان ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C93","B19681","0.03076923076923075",,"Be(com)ing Nigerian","The Boys in the Band","being nigerian","the boys in the band","0.0","0.0","Elnathan_John","Mart Crowley","elnathan john","mart crowley","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C2371","B19515","0.0",,"Evernight (series)","The Ill-Made Knight","evernight ","the ill-made knight","0.0","0.0","Claudia_Gray","T.H. White","claudia gray","t.h. white","0.0","0.0"
